,labels,image_path,label_num
32,Chihuahua,./n02085620-Chihuahua/n02085620_2903.jpg,0
33,Chihuahua,./n02085620-Chihuahua/n02085620_2921.jpg,0
34,Chihuahua,./n02085620-Chihuahua/n02085620_3006.jpg,0
35,Chihuahua,./n02085620-Chihuahua/n02085620_326.jpg,0
36,Chihuahua,./n02085620-Chihuahua/n02085620_3402.jpg,0
37,Chihuahua,./n02085620-Chihuahua/n02085620_3407.jpg,0
38,Chihuahua,./n02085620-Chihuahua/n02085620_3409.jpg,0
39,Chihuahua,./n02085620-Chihuahua/n02085620_3423.jpg,0
40,Chihuahua,./n02085620-Chihuahua/n02085620_3593.jpg,0
41,Chihuahua,./n02085620-Chihuahua/n02085620_3651.jpg,0
42,Chihuahua,./n02085620-Chihuahua/n02085620_368.jpg,0
43,Chihuahua,./n02085620-Chihuahua/n02085620_3763.jpg,0
44,Chihuahua,./n02085620-Chihuahua/n02085620_3826.jpg,0
45,Chihuahua,./n02085620-Chihuahua/n02085620_3838.jpg,0
46,Chihuahua,./n02085620-Chihuahua/n02085620_3875.jpg,0
47,Chihuahua,./n02085620-Chihuahua/n02085620_3880.jpg,0
48,Chihuahua,./n02085620-Chihuahua/n02085620_3928.jpg,0
49,Chihuahua,./n02085620-Chihuahua/n02085620_3942.jpg,0
50,Chihuahua,./n02085620-Chihuahua/n02085620_3975.jpg,0
51,Chihuahua,./n02085620-Chihuahua/n02085620_4016.jpg,0
52,Chihuahua,./n02085620-Chihuahua/n02085620_4266.jpg,0
53,Chihuahua,./n02085620-Chihuahua/n02085620_4441.jpg,0
54,Chihuahua,./n02085620-Chihuahua/n02085620_477.jpg,0
55,Chihuahua,./n02085620-Chihuahua/n02085620_4814.jpg,0
56,Chihuahua,./n02085620-Chihuahua/n02085620_4875.jpg,0
57,Chihuahua,./n02085620-Chihuahua/n02085620_4951.jpg,0
58,Chihuahua,./n02085620-Chihuahua/n02085620_4998.jpg,0
59,Chihuahua,./n02085620-Chihuahua/n02085620_500.jpg,0
60,Chihuahua,./n02085620-Chihuahua/n02085620_5496.jpg,0
61,Chihuahua,./n02085620-Chihuahua/n02085620_5713.jpg,0
62,Chihuahua,./n02085620-Chihuahua/n02085620_574.jpg,0
63,Chihuahua,./n02085620-Chihuahua/n02085620_575.jpg,0
64,Chihuahua,./n02085620-Chihuahua/n02085620_5771.jpg,0
65,Chihuahua,./n02085620-Chihuahua/n02085620_588.jpg,0
66,Chihuahua,./n02085620-Chihuahua/n02085620_6931.jpg,0
67,Chihuahua,./n02085620-Chihuahua/n02085620_730.jpg,0
68,Chihuahua,./n02085620-Chihuahua/n02085620_7613.jpg,0
69,Chihuahua,./n02085620-Chihuahua/n02085620_7738.jpg,0
70,Chihuahua,./n02085620-Chihuahua/n02085620_8420.jpg,0
71,Chihuahua,./n02085620-Chihuahua/n02085620_8611.jpg,0
72,Chihuahua,./n02085620-Chihuahua/n02085620_8636.jpg,0
73,Chihuahua,./n02085620-Chihuahua/n02085620_9399.jpg,0
74,Chihuahua,./n02085620-Chihuahua/n02085620_9414.jpg,0
75,Chihuahua,./n02085620-Chihuahua/n02085620_9654.jpg,0
76,Chihuahua,./n02085620-Chihuahua/n02085620_7.jpg,0
77,Chihuahua,./n02085620-Chihuahua/n02085620_6399.jpg,0
78,Chihuahua,./n02085620-Chihuahua/n02085620_1073.jpg,0
79,Chihuahua,./n02085620-Chihuahua/n02085620_2517.jpg,0
80,Chihuahua,./n02085620-Chihuahua/n02085620_7700.jpg,0
81,Chihuahua,./n02085620-Chihuahua/n02085620_8578.jpg,0
82,Chihuahua,./n02085620-Chihuahua/n02085620_3033.jpg,0
83,Chihuahua,./n02085620-Chihuahua/n02085620_3208.jpg,0
84,Chihuahua,./n02085620-Chihuahua/n02085620_7440.jpg,0
85,Chihuahua,./n02085620-Chihuahua/n02085620_7292.jpg,0
86,Chihuahua,./n02085620-Chihuahua/n02085620_2507.jpg,0
87,Chihuahua,./n02085620-Chihuahua/n02085620_13964.jpg,0
88,Chihuahua,./n02085620-Chihuahua/n02085620_4290.jpg,0
89,Chihuahua,./n02085620-Chihuahua/n02085620_1271.jpg,0
90,Chihuahua,./n02085620-Chihuahua/n02085620_2188.jpg,0
91,Chihuahua,./n02085620-Chihuahua/n02085620_382.jpg,0
92,Chihuahua,./n02085620-Chihuahua/n02085620_3681.jpg,0
93,Chihuahua,./n02085620-Chihuahua/n02085620_4602.jpg,0
94,Chihuahua,./n02085620-Chihuahua/n02085620_2815.jpg,0
95,Chihuahua,./n02085620-Chihuahua/n02085620_806.jpg,0
96,Chihuahua,./n02085620-Chihuahua/n02085620_2693.jpg,0
97,Chihuahua,./n02085620-Chihuahua/n02085620_1765.jpg,0
98,Chihuahua,./n02085620-Chihuahua/n02085620_5927.jpg,0
99,Chihuahua,./n02085620-Chihuahua/n02085620_8637.jpg,0
100,Chihuahua,./n02085620-Chihuahua/n02085620_4572.jpg,0
101,Chihuahua,./n02085620-Chihuahua/n02085620_10131.jpg,0
102,Chihuahua,./n02085620-Chihuahua/n02085620_2887.jpg,0
103,Chihuahua,./n02085620-Chihuahua/n02085620_3110.jpg,0
104,Chihuahua,./n02085620-Chihuahua/n02085620_4159.jpg,0
105,Chihuahua,./n02085620-Chihuahua/n02085620_3677.jpg,0
106,Chihuahua,./n02085620-Chihuahua/n02085620_3045.jpg,0
107,Chihuahua,./n02085620-Chihuahua/n02085620_2793.jpg,0
108,Chihuahua,./n02085620-Chihuahua/n02085620_2053.jpg,0
109,Chihuahua,./n02085620-Chihuahua/n02085620_3488.jpg,0
110,Chihuahua,./n02085620-Chihuahua/n02085620_10074.jpg,0
111,Chihuahua,./n02085620-Chihuahua/n02085620_2981.jpg,0
112,Chihuahua,./n02085620-Chihuahua/n02085620_5312.jpg,0
113,Chihuahua,./n02085620-Chihuahua/n02085620_2204.jpg,0
114,Chihuahua,./n02085620-Chihuahua/n02085620_2706.jpg,0
115,Chihuahua,./n02085620-Chihuahua/n02085620_431.jpg,0
116,Chihuahua,./n02085620-Chihuahua/n02085620_4515.jpg,0
117,Chihuahua,./n02085620-Chihuahua/n02085620_8491.jpg,0
118,Chihuahua,./n02085620-Chihuahua/n02085620_3485.jpg,0
119,Chihuahua,./n02085620-Chihuahua/n02085620_8585.jpg,0
120,Chihuahua,./n02085620-Chihuahua/n02085620_1558.jpg,0
121,Chihuahua,./n02085620-Chihuahua/n02085620_12101.jpg,0
122,Chihuahua,./n02085620-Chihuahua/n02085620_3742.jpg,0
123,Chihuahua,./n02085620-Chihuahua/n02085620_5661.jpg,0
124,Chihuahua,./n02085620-Chihuahua/n02085620_2973.jpg,0
125,Chihuahua,./n02085620-Chihuahua/n02085620_473.jpg,0
126,Chihuahua,./n02085620-Chihuahua/n02085620_14252.jpg,0
127,Chihuahua,./n02085620-Chihuahua/n02085620_2937.jpg,0
128,Chihuahua,./n02085620-Chihuahua/n02085620_1916.jpg,0
129,Chihuahua,./n02085620-Chihuahua/n02085620_735.jpg,0
130,Chihuahua,./n02085620-Chihuahua/n02085620_2479.jpg,0
131,Chihuahua,./n02085620-Chihuahua/n02085620_11477.jpg,0
132,Chihuahua,./n02085620-Chihuahua/n02085620_7436.jpg,0
133,Chihuahua,./n02085620-Chihuahua/n02085620_1569.jpg,0
134,Chihuahua,./n02085620-Chihuahua/n02085620_4980.jpg,0
135,Chihuahua,./n02085620-Chihuahua/n02085620_1502.jpg,0
136,Chihuahua,./n02085620-Chihuahua/n02085620_5093.jpg,0
137,Chihuahua,./n02085620-Chihuahua/n02085620_8558.jpg,0
138,Chihuahua,./n02085620-Chihuahua/n02085620_3877.jpg,0
139,Chihuahua,./n02085620-Chihuahua/n02085620_4207.jpg,0
140,Chihuahua,./n02085620-Chihuahua/n02085620_4673.jpg,0
141,Chihuahua,./n02085620-Chihuahua/n02085620_11140.jpg,0
142,Chihuahua,./n02085620-Chihuahua/n02085620_4919.jpg,0
143,Chihuahua,./n02085620-Chihuahua/n02085620_4700.jpg,0
144,Chihuahua,./n02085620-Chihuahua/n02085620_12718.jpg,0
145,Chihuahua,./n02085620-Chihuahua/n02085620_3093.jpg,0
146,Chihuahua,./n02085620-Chihuahua/n02085620_712.jpg,0
147,Chihuahua,./n02085620-Chihuahua/n02085620_6295.jpg,0
148,Chihuahua,./n02085620-Chihuahua/n02085620_9351.jpg,0
149,Chihuahua,./n02085620-Chihuahua/n02085620_9357.jpg,0
150,Chihuahua,./n02085620-Chihuahua/n02085620_949.jpg,0
151,Chihuahua,./n02085620-Chihuahua/n02085620_952.jpg,0
152,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1039.jpg,1
153,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1059.jpg,1
154,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1085.jpg,1
155,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1143.jpg,1
156,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1156.jpg,1
157,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1224.jpg,1
158,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1348.jpg,1
159,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1425.jpg,1
160,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_143.jpg,1
161,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1503.jpg,1
162,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1521.jpg,1
163,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1528.jpg,1
164,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1610.jpg,1
165,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1626.jpg,1
166,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1665.jpg,1
167,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1691.jpg,1
168,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_172.jpg,1
169,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1750.jpg,1
170,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1774.jpg,1
171,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1778.jpg,1
172,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1836.jpg,1
173,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1855.jpg,1
174,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1964.jpg,1
175,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2045.jpg,1
176,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2128.jpg,1
177,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2162.jpg,1
178,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2207.jpg,1
179,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2241.jpg,1
180,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2250.jpg,1
181,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2255.jpg,1
182,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2269.jpg,1
183,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2293.jpg,1
184,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_23.jpg,1
185,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_230.jpg,1
186,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2428.jpg,1
187,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2459.jpg,1
188,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2549.jpg,1
189,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2584.jpg,1
190,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2635.jpg,1
191,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2690.jpg,1
192,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2715.jpg,1
193,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2762.jpg,1
194,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_28.jpg,1
195,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2978.jpg,1
196,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3019.jpg,1
197,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3030.jpg,1
198,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3052.jpg,1
199,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3071.jpg,1
200,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3148.jpg,1
201,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3331.jpg,1
202,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3354.jpg,1
203,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3387.jpg,1
204,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3481.jpg,1
205,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3516.jpg,1
206,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3649.jpg,1
207,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3720.jpg,1
208,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3727.jpg,1
209,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3781.jpg,1
210,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_381.jpg,1
211,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3810.jpg,1
212,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3889.jpg,1
213,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3899.jpg,1
214,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3966.jpg,1
215,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3979.jpg,1
216,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4269.jpg,1
217,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4294.jpg,1
218,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4332.jpg,1
219,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_435.jpg,1
220,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4351.jpg,1
221,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4365.jpg,1
222,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4436.jpg,1
223,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4511.jpg,1
224,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4574.jpg,1
225,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4590.jpg,1
226,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4616.jpg,1
227,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4698.jpg,1
228,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4798.jpg,1
229,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_516.jpg,1
230,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_564.jpg,1
231,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_676.jpg,1
232,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_697.jpg,1
233,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_754.jpg,1
234,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_757.jpg,1
235,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_80.jpg,1
236,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_806.jpg,1
237,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_82.jpg,1
238,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_874.jpg,1
239,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_919.jpg,1
240,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_935.jpg,1
241,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2.jpg,1
242,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2874.jpg,1
243,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2182.jpg,1
244,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2886.jpg,1
245,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_382.jpg,1
246,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_309.jpg,1
247,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1929.jpg,1
248,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3400.jpg,1
249,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3855.jpg,1
250,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1782.jpg,1
251,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2491.jpg,1
252,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4208.jpg,1
253,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_267.jpg,1
254,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2323.jpg,1
255,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_186.jpg,1
256,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_385.jpg,1
257,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2345.jpg,1
258,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3215.jpg,1
259,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1350.jpg,1
260,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4438.jpg,1
261,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3420.jpg,1
262,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1600.jpg,1
263,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2655.jpg,1
264,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3121.jpg,1
265,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2074.jpg,1
266,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2939.jpg,1
267,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2010.jpg,1
268,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1058.jpg,1
269,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4564.jpg,1
270,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1284.jpg,1
271,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2014.jpg,1
272,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3325.jpg,1
273,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3870.jpg,1
274,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2796.jpg,1
275,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1949.jpg,1
276,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_38.jpg,1
277,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3578.jpg,1
278,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1552.jpg,1
279,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1764.jpg,1
280,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1890.jpg,1
281,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1191.jpg,1
282,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2922.jpg,1
283,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3499.jpg,1
284,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1656.jpg,1
285,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3990.jpg,1
286,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2695.jpg,1
287,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2100.jpg,1
288,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3404.jpg,1
289,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4579.jpg,1
290,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1460.jpg,1
291,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1077.jpg,1
292,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3896.jpg,1
293,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1267.jpg,1
294,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3021.jpg,1
295,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_440.jpg,1
296,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3744.jpg,1
297,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_313.jpg,1
298,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3098.jpg,1
299,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1724.jpg,1
300,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1353.jpg,1
301,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_191.jpg,1
302,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3158.jpg,1
303,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2118.jpg,1
304,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_17.jpg,1
305,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4042.jpg,1
306,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1434.jpg,1
307,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2640.jpg,1
308,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2354.jpg,1
309,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1848.jpg,1
310,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4458.jpg,1
311,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1401.jpg,1
312,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_1731.jpg,1
313,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2279.jpg,1
314,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_2914.jpg,1
315,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4772.jpg,1
316,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_4780.jpg,1
317,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_50.jpg,1
318,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_518.jpg,1
319,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_572.jpg,1
320,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_593.jpg,1
321,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_622.jpg,1
322,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_664.jpg,1
323,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_665.jpg,1
324,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_668.jpg,1
325,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_698.jpg,1
326,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_725.jpg,1
327,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_749.jpg,1
328,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_810.jpg,1
329,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_845.jpg,1
330,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_866.jpg,1
331,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_940.jpg,1
332,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_962.jpg,1
333,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_126.jpg,1
334,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3031.jpg,1
335,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_3065.jpg,1
336,Japanese_spaniel,./n02085782-Japanese_spaniel/n02085782_626.jpg,1
337,Maltese_dog,./n02085936-Maltese_dog/n02085936_10073.jpg,2
338,Maltese_dog,./n02085936-Maltese_dog/n02085936_10130.jpg,2
339,Maltese_dog,./n02085936-Maltese_dog/n02085936_10273.jpg,2
340,Maltese_dog,./n02085936-Maltese_dog/n02085936_10377.jpg,2
341,Maltese_dog,./n02085936-Maltese_dog/n02085936_10397.jpg,2
342,Maltese_dog,./n02085936-Maltese_dog/n02085936_10661.jpg,2
343,Maltese_dog,./n02085936-Maltese_dog/n02085936_1155.jpg,2
344,Maltese_dog,./n02085936-Maltese_dog/n02085936_11653.jpg,2
345,Maltese_dog,./n02085936-Maltese_dog/n02085936_1247.jpg,2
346,Maltese_dog,./n02085936-Maltese_dog/n02085936_126.jpg,2
347,Maltese_dog,./n02085936-Maltese_dog/n02085936_1288.jpg,2
348,Maltese_dog,./n02085936-Maltese_dog/n02085936_13013.jpg,2
349,Maltese_dog,./n02085936-Maltese_dog/n02085936_1325.jpg,2
350,Maltese_dog,./n02085936-Maltese_dog/n02085936_13378.jpg,2
351,Maltese_dog,./n02085936-Maltese_dog/n02085936_137.jpg,2
352,Maltese_dog,./n02085936-Maltese_dog/n02085936_1390.jpg,2
353,Maltese_dog,./n02085936-Maltese_dog/n02085936_1424.jpg,2
354,Maltese_dog,./n02085936-Maltese_dog/n02085936_14432.jpg,2
355,Maltese_dog,./n02085936-Maltese_dog/n02085936_1515.jpg,2
356,Maltese_dog,./n02085936-Maltese_dog/n02085936_1556.jpg,2
357,Maltese_dog,./n02085936-Maltese_dog/n02085936_16014.jpg,2
